c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
4794,Leffen,Turkey,609,VVo,256.94,pwqLLafK,UjXTCga
4795,Arne,Morocco,718,he,722.5,SodIR,tyzI SZGD
4796,Elisha,Faroe Islands,199," gZ",129.28,"V  ",wBLPi Wk
4797,Hunfredo,Saint Kitts and Nevis,254,XYaSuXc,720.4,bJ,DuAb
4798,Secrest,Haiti,185,lMSSi,525.85,pRVuIu,hDSaF
4799,Florina,Turkmenistan,837,kcPa,623.12,FfWRJLFm,eHTxstxSgA
4800,Dex,China,663,"SPKW ",842.99,zl,DiDfn
4801,Sikorski,Holy See (Vatican City State),987,Niqo,713.43,fFkNEc,KcGKqOXzdU
4802,Pulsifer,Malta,642,cSolpeQX,286.41,CCM,HjmzqQ
4803,Malanie,Mongolia,248,euFj,860.65,Qaort,hR
4804,Myrilla,Denmark,798," HVQ",235.51,OIOXJujzPt,OEe
4805,Infield,Liechtenstein,755,PxBvrJRYD,459.57,OBtpNIcu,FdxhPfbt
4806,Braun,Saudi Arabia,626,tdn,836.91,RQ,UWQyCHM
4807,Maryanne,Isle of Man,755,caFxnONKa,93.84,piBYK,KV
4808,Wandie,Oman,730,jErj,917.12,cBKRpKJa,KFMwdr
4809,Leler,Slovakia,198,SquU,519.69,UTriYYFUZX,luzWdwT
4810,Kunin,Tuvalu,421,cySdeHtYA,660.78,yidFeDx,BWctnftNg
4811,Kauppi,Indonesia,796,DlI,425.46,FRITIrBEyN,"ORHw "
4812,Joseph,Malawi,96,"OoRFgU ",624.45,Wu,bnMZgWON
4813,Orpah,Congo,258,"XUExS ",460.17,zMY,RhIaYfGY
4814,Robertson,Wallis and Futuna,863,cJ IIn,109.67,AIdQp,dJTBv
4815,Gillan,Slovakia,351,kdb,489.48,aJQ,xNPvXazQ
4816,Kosey,Dominican Republic,884,LcVTV,246.08,YTiOQyqGl,CYyeC
4817,Gower,Kazakhstan,550,NLAU,551.75,jxSdQRrM,BBXpdG
4818,Heidt,"Lao People""S Democratic Republic",23,jiu,434.27,wcF,jRebLGrHE
4819,Duwalt,Israel,439,JHsotvXQK,268.03,HA,aVrZj
4820,Manolo,Mozambique,976,aeP,999.5,ssHJxVSMXm,VLn
4821,Cassius,Syrian Arab Republic,978,rwimBZw,252.45,TeihAlzqy,Wq
4822,Gordon,Netherlands Antilles,38,EDH,158.43,xlKET,KvnK
4823,Brodench,"Tanzania, United Republic of",848,oSngJuK,141.5,lw,yuR
4824,Gilmour,Egypt,911,Gglx,797.03,zbyXRrpq,uUvQDsjKxB
4825,Erb,American Samoa,677,USyG,321.6,KrX,FOcn nluhn
4826,Ranjiv,Namibia,943,vFiHx,443.37,foxW Wu,ROpyaMei
4827,Carleen,Kazakhstan,177,RSAaDw,972.68,WEECvE,mXEB
4828,Henebry,Argentina,700,FZ,229.57," mhchw ",jR Kyqm
4829,Anderea,Kiribati,413,AMEjSjgN,783.05,rb,TYNbLy
4830,Waite,Liechtenstein,197,EkCfinGwa,167.12,DZYfEMyp,"jeueAcsf "
4831,Fitzsimmons,Comoros,235,bMOJWS,282.87,mQXUWavwYP,wezyHDQoh
4832,O'Carroll,Italy,425,UBeXwSeQ,896.28,QPSufw,qAqL
4833,Cullin,Bhutan,864,poVakj,192.52,OhXuhdBRz,ChAXfwxQ
4834,Keelia,Yemen,195,crjkHGCd,492.15,EcYMhooqV,qtCe
4835,Ashok,Croatia,390,phqfXIewX,291.09,POAaCKFGWS,"  jpH"
4836,Sibyls,Cyprus,261,asoJYG,989.95,DMGPmFPyHZ,trTgDU
4837,Haymes,Chad,925,lwkPKeh,267.5,udaJBX,HoXFA
4838,Robertson,Mauritius,15,vFgHJlVD,715.37,oTqh,hGJPEoe
4839,Curren,Sierra Leone,509,vDsBdCCL,645.4,cPHQ,ZBsSeZjYKM
4840,Koziara,Panama,992,EPiU,670.11,eH,eLt
4841,Tippets,Bulgaria,951,mw,117.71,NQD,pV
4842,Rubie,Austria,247,m e,458.63,CByH,lhuzqg  N
4843,Hartnett,India,128," A ",898.64,gePysEsH,iWj lTGvr
4844,Sawtelle,Finland,934," BhlPEnc",850.78,ckCzHP,ZAoCXhWq
4845,Lilas,Monaco,88,yCYr,863.47,"WNMiXVb ","YEo "
4846,Maroney,Marshall Islands,90,CeRVQUy,453.91,DM eiw,iRF
4847,Wadell,Chad,521,KEBFecn,538.04,lMSB,GyZS
4848,Infield,Hungary,108,XdwJJb,3.62,Ln,GnZ
4849,Breed,Bermuda,701,PJQvMC,243.25,EQAGBb,qDASlSnH
4850,Chobot,Armenia,924,MOyoYVwU,194.25,VeiI Ft,QLN
4851,Leonard,Bhutan,819,dJN NL,429.18,RMLomyjyV,"Xo  "
4852,Boycey,Costa Rica,647,DVXxsco,758.63,hMPCzlSo,qwhHKDmel
4853,Nahum,Namibia,330,zXdvF M,232.66,KTYwpjVyde,JkbOKQ DB
4854,Vilma,Maldives,2,qEVEKruxU,632.99,SNAgJxLs,zAddpEmEXT
4855,Florina,Mozambique,265,jUbz,632.99,"CJOxhKgiE ",vAzVyvBqbc
4856,Hortensia,Guinea-Bissau,412,GY,983.67,ZwtYOCTyX,lXozeS
4857,Erminia,Iraq,241,iOKbMz,424.99,"msno ",ERftZNzop
4858,Wilona,United Arab Emirates,756,tTM,438.08,nydgWCRfYF,AyDq
4859,Ethban,Sri Lanka,60,nXFilxFym,262.79,j CESrJe,MYd
4860,Michella,Cape Verde,535,Pt,540.82,PQm,Yzp
4861,Liva,Egypt,951,bgpP,961.66,faofOA,lJ
4862,Ludewig,Guinea,461,plzebNoyz,345.76,UtxwF,kCfbHPrv
4863,Odell,Uganda,852,kq,939.28,QBoHQyJQrP,plL
4864,Gaynor,Antigua and Barbuda,62,FbXj ro,642.04,fkjUAUHj,qSx
4865,Kunin,Benin,752,VhqS,37.26,KFYsDVUQ,ldF
4866,Amasa,Palau,292,vqkWF,479.86," oS",giABkc
4867,Carlson,Saint Lucia,988,yARkrPY,445.83,ohVlh Xq,hhzI
4868,Kat,Belize,88,ZTAOk,171.27,lkjSpGkebG,PkLTq
4869,Junie,Haiti,313,yLI,645.05,ubmEzoQers,vJ
4870,Seessel,Puerto Rico,370,MksnKfLo,210.03,gX I,YKFooI
4871,Sperling,Niue,989,vNxgb,731.4,xKPipwrUId,BbCsz
4872,Kendrick,"Iran, Islamic Republic Of",83,DwuXzw,672.49,kC,LDP PZecMA
4873,Serilda,Mauritius,578,xFoXLQM,260.44,hRof,PVKwn
4874,Nikaniki,Jordan,399,Bx,793.42,VsinZP,htELQVSQX
4875,Lasley,Christmas Island,364,ALeamBBTI,205.3,usmTacp,UVABIJGzO
4876,Garlinda,Tokelau,49,gMHO,577.31,lk,YJKJK
4877,Sammons,Syrian Arab Republic,315,TAiWEKkP,620.12,GiXWUiB,Yp Bx Qm
4878,Naor,Jersey,318,Bfc,12.19," l",AGOJC
4879,Mandler,Sierra Leone,178,qhh,884.22,iRXpRRqo,aVwsGd
4880,Kazimir,Netherlands,153,HZ,828.06,YW,VsryjtxVp
4881,Greyson,Niger,422,rtIZiniT,251.6,lyiRqdaRv,QRF  M
4882,Evangelia,Syrian Arab Republic,935,xwVLs,331.89,yTZemRAAmr,JxKdVVWN
4883,Rolf,Panama,828,SmSBD,121.91,Ts,dhYtnah
4884,Durware,Papua New Guinea,836,fJwwgy,879.09,TlGUuSWQ,FuD
4885,Smitt,Bulgaria,801,QSwsOb,857.73,kyhnIY,NSlFnqjX
4886,Flita,Equatorial Guinea,148,lN,853.58,sfPjsYn,Dv
4887,Mintz,Fiji,208,KurNeZuiw,106.41,MLEPqDm,ZaMEW
4888,Noam,Jamaica,135,LMkqpY,711.58," gMooreJ",iwCneW
4889,Barney,Viet Nam,287,PsRX Q,307.23,vYCbe,IQfF
4890,Yusuk,Armenia,769,Xt,835.51,wyc,KP
4891,Waldron,Saint Kitts and Nevis,239,KWT,502.36,ZgvW,AIoYOBa
4892,Daveta,Saint Helena,458,NV,170.75,qUXY,GsJEW
4893,Vacuva,Pakistan,57,HqulIR,359.82,NEuGjZbi,kv
4894,Dunkin,"Lao People""S Democratic Republic",108,uDL MiT,204.84,jO,vkx
4895,Cath,Papua New Guinea,330,hVBsI,285.99,iToule,ZlseKDsY
4896,Drisko,Antarctica,684,VZxoQbzAC,243.34," KHPpKCr",sLHy
4897,Dash,Spain,922,LXqztaEp,138.47," dPw",htwrM
4898,Kendrick,Dominican Republic,856,ZZvShaga,846.9,GMOhVLx,bqe
4899,Federica,Eritrea,861,MZGhONTQJ,761.07,AmYLCKusTi,RvO
4900,Hirsch,Kenya,208," DGFxNqkr",376.67,yVTxCk,JzAd
4901,Wadell,Syrian Arab Republic,8,goPs TDK,727.36,NijoKqxBJ,e WvF
4902,Henrie,Chile,870,CD lEZP,382.28,zRAMvlKjR," QpgR"
4903,Idelia,Algeria,169,Zbq,416.69,YpKuOWxuRn,dZaGKPZ
4904,Ramona,Isle of Man,494,cjLWpKPO,298.49,YBz," wjGNQy"
4905,Jotham,Belarus,664,dw,175.91,HRERzAXEnS,vQ
4906,Belldas,Venezuela,902,K g,882.7,vLG,OZzT
4907,Pettiford,Tonga,114,vDMxYf,356.21,zb,JpSstYn
4908,Yuille,Brunei Darussalam,744,AQfXOH,822.4,ZdiDt GF,mCzjTLd
4909,Adrienne,San Marino,841,YpggwryXO,652.21,Ox,FoG
4910,Daveta,Cook Islands,523,kUe,663.72,EPDBzEOJr,QMPjtp
4911,Engdahl,Uzbekistan,944,reSQ,496.43,VwmH,UwbKM
4912,Guthrie,Palau,893,dcu,455.49,zLdtKsHq,qERR
4913,Thunell,Denmark,458,WFqBQqr,641.79," IKFvFt",KxrPUHxe
4914,Stover,Jamaica,584,oyv,380.06,VH,KTvUn
4915,Krystle,Hungary,298,ARpTdf,695.72,GuO,jSOW
4916,Baylor,Lebanon,285,veBoBPk,150.55,siqS,ui
4917,Harned,United Kingdom,124,DBQBfSB,132.64,zabUQaXHr,tVntUYk
4918,Rosette,Mali,57,"kppCXlYY ",620.05,PGA,WOCXjue
4919,Lacombe,Swaziland,999,JoHmJHie,240.82,FbD,fdWpoBlJxV
4920,Weitman,Bulgaria,806," QsItyyKp",140.32,NnU,uGFXSCa
4921,Loeb,American Samoa,221,udIV,445.49,PhCAA,WegLwOMX
4922,Harl,Burkina Faso,744,yoYwnZFK,955.28,bWHPw,"CFQHvCW "
4923,Kamaria,Mauritania,928,aVajSjJx,434.56,"ySXwD ",iuU ei
4924,Nelsen,Pakistan,158,ULqXfhA,351.67,zfkIW,sVNNc
4925,Andrel,Cameroon,858,sFJva,497.43,gpU,VEGvfuFBYd
4926,Sallyann,Slovakia,991,dClPptD,886.14,mgyze,"  kqIfNbTx"
4927,Zamora,Romania,105,wGV,757.67,p y,OiEyVveYca
4928,Corilla,Libyan Arab Jamahiriya,529,qfWY,496.29,bQFFTeI,zCKVP
4929,Vanni,Uganda,841,nuvc,404.97,FmzyVIvW,fc q
4930,Carolin,Kazakhstan,726,ssG,238.65,jhqtHLDJwL,NgWiE
4931,Cookie,AndorrA,738," ug",480.74,ioNXfAxxhV,KjndcugDTV
4932,Silvan,Bouvet Island,675,ecwXmnGA,65.62,vcMRK,LlTqH
4933,Annabella,Sri Lanka,994,MRQ,477.06,PtUw,lhaEJ
4934,Dermott,Northern Mariana Islands,660,kH,201.63,OnWIJ,Bjd Y
4935,Krystle,Togo,517,DXDfWe,411.53,karrUBBfy,Yv
4936,Luhe,Turkmenistan,648,DOSwYEARG,731.1,dsEa,fxLnpA
4937,Joni,Maldives,313,KPUw,845.79,fhBatOz,wNKGdD
4938,Auberbach,Cuba,369,VlWEeiVi,790.48,aGIzIEzi,jy
4939,Hepsibah,Niue,67,mxzQLR,726.2,mwYdkM,zsqisO
4940,Trace,Indonesia,804,BgxqEz,655.85,wYWOZHT,ZR
4941,Latini,"Lao People""S Democratic Republic",398,WPPAPkJ,439.41,gngUsg,CNUZo
4942,Lewes,Slovakia,957,zYYGnNwNl,410.78,px,vWC
4943,Nickola,Luxembourg,358,KbuT,964.59,EfVZ,qzrZ
4944,Malanie,Central African Republic,884,nUGVNywt,751.54,Ry,noR
4945,Mike,Pakistan,175,yFjRf,244.1,tfXX,sYylxEJU
4946,Hebner,Romania,545,eyZU wmB,888.35,eIHnUNby,KRgDKzA
4947,Hertzfeld,Dominica,255,xVfqcS,666.82,cE M iaRzs,kqLlALLJde
4948,Markman,Mauritius,148,CfiL,270.44,ecMw,XBs
4949,Liva,Namibia,338,Xgsd,609.46,YfDMD,DEYzZUv
4950,Zuzana,China,651,yDl,304.24,hJO,KGO
4951,Kunin,Turkmenistan,902,WVc,163.71,KjkRhG,iRMaCnWvJB
4952,Greyson,Slovakia,577,gwkG,902.7,mAS,LDKVch
4953,Mauer,Slovenia,84,wwd,423.38,Zml oJyjW,eoBMydlj
4954,Evvie,French Polynesia,841,WBvgp,421.88,jGrQV,plDuQXB
4955,Urania,"Iran, Islamic Republic Of",649,fLbMCSQCr,542.96,VQtQ,gUx
4956,Regan,Guinea-Bissau,541,GF,580.93,xYgue,iWDe
4957,Emmy,"Congo, The Democratic Republic of the",115,lb,753.97,Yf,yUWbEzRTB
4958,Magnolia,Christmas Island,61,USCgfCT,116.44,h eDtKD,rwGVitou
4959,Han,Sweden,77,IJ,775.09,xHRb,WCUikjXLoZ
4960,Alexandr,Portugal,411,HLu,554.66,NnwAf,QHMvamxxg
4961,Beebe,Iraq,116,nCJMpbN,421.24,zaWilp,ywzIiMsCE
4962,Zenas,Morocco,345,KbzXdHjdu,300.89,Tx,SgV
4963,Fleeta,Kazakhstan,966,jRtz,540.97,ezNlcES,ynuFppdXN
4964,Ashely,Belize,18,rIn,143.55,NGxageWCP,IDq
4965,Kathie,Turks and Caicos Islands,629,qdy,948.7,GXqGu,BF
4966,Uird,Senegal,884,LH,279.24,bhxno,Ok
4967,Durware,Svalbard and Jan Mayen,815,SCzKu,717.32,dqrdlJhwFH,eAcMcNUyxt
4968,Even,Martinique,907,fhvRD,919.05,JvGvHIki,UmtgEbzlk
4969,Schroth,Georgia,383,ezwJXl,797.36,uD,xysLEA
4970,Macey,Philippines,327,aUZrqmnh,88.01,G UhhSreOT,GSXD
4971,Bibi,Palau,734,VufF,341.78,kGS,n WERD
4972,Justinn,Hungary,141,ukDri,414.22,WqbBXVKkcA,DVXKubZqiD
4973,Xerxes,Viet Nam,30,hCxjhPVLc,379.86,JYV wPWUuV,FuyvvG
4974,McGrody,Maldives,639,jJq,118.48,yNw,RXdY
4975,Kirstin,Austria,696,kJefo,531.49,TKOAq,tdsBg
4976,Ummersen,Colombia,968,bKL,176.84,tzB,bHhbTJHI
4977,Kirstin,Sweden,328,IyLuUq,48.17,mHGKYF,CH
4978,Stanwood,Macao,609,Fni,835.85,VNds,cIk
4979,Swigart,Macao,45,bj,292.17,rRdz,HnBH
4980,Amand,Australia,96,QB,561.21,ntkSositX,R sfhMZ
4981,Rad,China,245,AInh,128.33,KlfNq,ARfhh Vz
4982,Othilia,Saint Helena,272,cni,909.98,ppxuOkqnDO,gBf
4983,Pattin,Norfolk Island,522,eOIa,988.18,qqgWUp,Mq Gmd
4984,Tatianas,Chad,389,SDayfDap,301.62,gEHn,nWg
4985,Loeb,South Africa,805,MbVfVzJxq,347.63,RWxD,Ye t
4986,Iphlgenia,Guyana,764,VUjOcNRFC,209.67,kv,puIoHNPg
4987,Merell,Cameroon,486,Pz,845.73,LdR,vHwFiKSmvR
4988,Libna,Guam,42,vrr,479.16,xZBVfTB,oby
4989,Genna,Pitcairn,978,HNj,11.09,ccPMmoorgJ,xYRB
4990,Trey,Central African Republic,638,hmTTs,267.01,CTSc d,oWxgI
4991,Chesna,Panama,20,qHEizsLAJ,697.23,KwF," RLGXlvW"
4992,Munn,Benin,116,ZNONP,665.17,nIZujNEL,mwWYT
4993,McGrody,French Polynesia,182,PZHeQ,135.37,EGq,qqNryGdou
4994,Merat,Portugal,575,FDrP,278.4,tfUxbQEp,AeHSjP
4995,Cleavland,Sao Tome and Principe,532,bIHNI,300.59,Tv,QEO
4996,Fennessy,Saudi Arabia,305,DPeAw,76.89," LKVhh MoR",BOtFTx
4997,Turne,Iraq,77,dtgmcVqD,631.64,GOi,dgQ
4998,Nadia,Turks and Caicos Islands,387,Cjqhkg,418.85,vQxscoce,zrODAtyrv
4999,Waite,Turkey,710,yO,530.9,"MYbaMBJ ",H xH
5000,Jefferey,Somalia,393,TsmxFneB,579.18,qIjvOIAqf,wSgdoVHwNK
5001,Berl,Ethiopia,483,oDc,662.83,fS,aHJ
5002,Penelopa,Malta,5,fxYB,774.2," xE",NUVnsQnC
5003,Millda,Saint Kitts and Nevis,248,JCmUgwBD,429.07,EPJVOEq,cKfPvpZOL
5004,Pascia,Burkina Faso,209,RaIMO,707.64,QSWEr,IkXkkZTyn
5005,Arquit,"Congo, The Democratic Republic of the",983,qkC,586.93,zdeBUdORcp,ywoFG
5006,Solitta,Guadeloupe,672,IeUDSwmhX,746.31,"L ",vyMiM
5007,Richers,Armenia,116,Sktk,473.23,V TmGrF,TY
5008,Merriott,San Marino,181,RDPBWGUo,113.76,cL,rgbHxGFnFL
5009,Atonsah,Bouvet Island,103,VwSllkYBD,17.4,"WKOXJrFWo ",JMqI
5010,Goerke,Bahrain,63,oThZ,844.23,woh,agcgrcnsI
5011,Rolf,Guam,638,AMeMxGeJB,546.51,XqluIaBdv," HMUx"
5012,Cimbura,Saint Pierre and Miquelon,807," vFy",673.79,xfr,XxMXDvA
5013,Parsaye,Oman,444,pgvVyFi,964.55,rVuTf a n,SoILgIIZ
5014,Hedve,Guinea,432,GQeslhl,758.99,AHe,bPaufJmw
5015,Riordan,Swaziland,598,yMlIxaNtK,261.55,VlvsekH,Plc
5016,Chaing,Heard Island and Mcdonald Islands,415,GbPRNdSF,578.64,"NF  ",MS S
5017,Killigrew,"Taiwan, Province of China",399,ugCrU,928.05,vLsY,Sa Pzkx
5018,Decato,Morocco,419,TgmS,172.69,xCYHS,iGmdoPzM
5019,Ries,Egypt,12,RNt,814.34,fR,kFJe
5020,Dom,Slovenia,898,"TLnAcC ",684.03,"HdYARhkn ",bJXk
5021,Kinnard,Martinique,818,FrmK,809.81,yQO v,uNCgMzKMUn
5022,Dorcy,"Korea, Republic of",317,QBNZF,811.05,"vMBJUop ",AeeYJ
5023,Gert,Greenland,656,SC,540.78,qopQyYEi,AuQNA
5024,Wareing,Finland,585,ZVYkoiO,895.73,ORgjV,veJtA
5025,Oster,Denmark,553,nfkNqEIH,585.43,eODIFDg,Ua
5026,Adore,Senegal,419,knLSI,764.79,hDvl,Q ERJUj
5027,Baudin,Papua New Guinea,306,RwMrG,807.31,yODj,BQeG
5028,Wooster,Namibia,517,TdVUIWvR,130.07,TelOU,lCrVBX
5029,Shields,Antigua and Barbuda,220,dNddXlr,974.01,QbM,"C "
5030,Lanita,Grenada,989,HVAOEk,741.09,OuYcuPOEMk,PbONSAET
5031,Poll,Pakistan,849,YS XGXj,326.14,cIWTa,DritQxd
5032,Nore,Reunion,939,dGlVk,827.3,avr,uuTZAbF
5033,Judye,RWANDA,482,UagyPQjE,964.1,NzOpjE,ebPkeunIJ
5034,Salvidor,Brazil,88,"X ",120.19,Owbrlef,mRLwumtHOO
5035,Chinua,Gabon,382,PFnvHC,937.57,TJvHyJ,bI
5036,Durante,Lesotho,288,guzW,791.49,Gx,KlT
5037,Sadowski,Comoros,80,MPQTs,272.02,xweWXzY,kuldAn
5038,Isidore,Turks and Caicos Islands,352,ROYa,428.7,CJNwjw,bWAnMb
5039,Guildroy,Myanmar,940,azRvdMnv,229.36,gG,bUd
5040,Brady,Ukraine,780,UwZD,67.73,"sqlBD ",XdGlfkXG
5041,Concha,Azerbaijan,69,edckGO,74.67,O yzsAvu,YW
5042,Randene,Bahrain,744,nn,938.39,VZAV,bprvVJvJWI
5043,Docilla,Myanmar,243,JEXYcEn,94.96,rC,BRCdTcXRmb
5044,Oriana,Samoa,369,Dgehg,258.32,vT," gA"
5045,Raseda,Sri Lanka,580,SzLWmx,575.73,FeuTwndgrL,hwwsdvfU
5046,Brandice,Slovakia,689,TMWmDlfII,972.84,lkqbMhyfx,ODWETy
5047,Ferrell,Mayotte,223,HQkscO,91.89,FuqDVB,scpB nb
5048,Ambrosia,Afghanistan,997,KqyTbyr,811.75,Ncn,LK
5049,Rebecka,Somalia,70,tFdOMCWGP,29.77,CDWc,lOW
5050,Teddman,San Marino,628,gSjGOuX,299.72,MqaajL,bLvnSbXe
5051,Mauer,Togo,819,RUZSQvFZw,192.29,QrNEMZkB,jYZhnQQB
5052,Fosque,Kiribati,396,QXmvGnai,186.95,dadnodVKI,gN
5053,Cath,Isle of Man,117,FkLYM,758.01,Sui,eRnRMk
5054,Phi,Uzbekistan,837,yqmP,689.22,xtk K,XNJ
5055,Keily,Burundi,368,wry,77.62,nDv,BTkfZHRUPD
5056,Rheingold,Paraguay,712,eGSTX,108.1,AJqvz,aMflH
5057,Rurik,"Korea, Democratic People""S Republic of",840,CArn,251.78,MKyjSypF,VcYTQO
5058,Dermott,Seychelles,679,gPmJpUn,123.66,Wx,nC
5059,Elsinore,Reunion,428,sG,331.58,XWpoGZGn,Vw
5060,Nelsen,Seychelles,367,MFJpWlA,330.02,sVkiI,YWyQTrVzC
5061,Mayeda,China,778,joA,617.96,LzsDanc,RLLxxsvsOe
5062,Kirstin,Belarus,765,NHT,498.42,hKVYWgbATl,jF
5063,Zuzana,Nigeria,744,"dVKOT ",212.05,jy,cGKAhZL RA
5064,Jalbert,Saint Vincent and the Grenadines,135,qzn g,709.43,otWwBAtmq,vMYIcIrcE
5065,Ambrosia,Saint Helena,92,xQRXISEEl,300.99,bm,M fhoSXXGr
5066,Lory,Senegal,143,sDRT,529.9,ZvN,GKUQptrl
5067,Krystle,Bangladesh,396,vlaqnPNBA,412.36,YwSPfGwD,Yf
5068,Velick,Sao Tome and Principe,397," fCwloWqj",30.92," LfGtg",fwDEt
5069,Skell,Luxembourg,81,gQ,851.51,elRpTnWOUg,JohaMLnRqD
5070,Chapland,Fiji,329,MvKi,537.26,NgvEVCmcc,AGQF
5071,Keily,Mongolia,709,jvoSd,984.24,CYXxW,KBDt
5072,Aaberg,Canada,311,tg,4.02,zfLKkLnPK,x wkGJ
5073,Franza,Nigeria,887,ExnxALU,916.05,hOWVycSNf,Aum
5074,Tound,Cocos (Keeling) Islands,718,LMcRM,444.49,NJz,sOyAUi
5075,Craggie,Isle of Man,234,zk,732.07,WYbGaAEQu,W jxsADk
5076,Kussell,Afghanistan,996,RqBwg,336.31,Fn,eywI
5077,Seessel,Mexico,189,WskpaHO,539.99,LzQrTxf,CXSiIowID
5078,Anestassia,Reunion,185," FiVJCLun",163.78,HR,xtJ
5079,Lunsford,Tokelau,11,NlnVEx,415.63,hhHqTgpqey,DNDpGFtNy
5080,Fry,Israel,314,NHm,37.07,qSpstcDI,rWzJKpQZdm
5081,Presber,Saint Lucia,228,vqvXa,488.97," xBf zqAEL",FMV
5082,Hourigan,Lesotho,912,ItlTp,327.04,YUGr,JSYywE
5083,Gahl,Kyrgyzstan,502,hdY,1.74,DlrOnQO,MqjdchGk
5084,Durware,Burkina Faso,903,PrfygFMCE,103.95,gLTX DnQgB,qXEHat
5085,Gladstone,Georgia,994,LFMsp,840.8,elayNlwax,YRwB
5086,Hepsibah,Armenia,320,paXiSCK,630.84,"FfOjfinsM ",JLAVZpjN
5087,Deegan,San Marino,268," jFIi",186.5,QX,nqyQS
5088,Zenas,Cambodia,477,RqPl,916.49,kPqkjIxQA,JjhKcGZKy
5089,Fleeta,"Moldova, Republic of",348,kLZ,801.81,AxyaaXhHU,PmCj
5090,Wandie,Belarus,49,hX,715,THsfURXiP,QzXkp
5091,Lutero,"Lao People""S Democratic Republic",467,Yx,516.47,LRgSA,CA
5092,Sallyann,Saint Kitts and Nevis,453,DnAt,884.59,Yfah,pTz
5093,Allys,Mongolia,125,KlhOKS,710.56,kGzFP G,EsugSiVU
5094,Grayce,Guatemala,249,AdVxAITe,5.59,aK,Rj
5095,Edvard,Nicaragua,604,YM,842.93,oreivbmtn,jVVIqiV
5096,Christal,Sweden,487,Ph,194.95,NqhfXu,oRNxRV
5097,Melan,Djibouti,891,bI,167.52,LRRqm,miwYDgO
5098,Quent,Saint Vincent and the Grenadines,893,dDHLe,342.91,YySWid,KijK
5099,Irmine,Tonga,105,dmr,202.34,NHbA,tGlJNWc
5100,Bohlin,Haiti,194,fylmVoCS,99.7,vLhJgt,Hj
5101,Nisbet,Saint Kitts and Nevis,826,LA,607.04,vgVD,edKftFiv
5102,Pascia,El Salvador,142,hFYT,675.04,RqLprkQBc,RPCKYgBvvx
5103,Thar,San Marino,240,KWXieeCA,231.91,xKBSMbFj,bKVI
5104,Denis,French Guiana,732,LvC,434.29,IbTfV,CwTy
5105,Carlson,Saint Lucia,779,QBinNhi,644.08,qoJMolCt,EZ
5106,Papageno,"Iran, Islamic Republic Of",781,lKHdSSj,740.31,zUko,UbeuBXxtB
5107,Cath,Azerbaijan,555,JAdciNAlC,913.06,RBibL,viIswOGMbt
5108,Schroth,Iraq,526,ebySXs,445.1,naVuIqa,qqG
5109,Anyah,Gabon,170,oKcvI,241.16,aR,Av
5110,Azeria,AndorrA,834,BWeIA,772.48,toOPq,PwA
5111,Vorster,Ireland,46,fHY,607.78,LlVUOLa,bbFAQjqB
5112,Annice,Zimbabwe,826,AZBNo,619.27,RiyjO,HdTsEVq
5113,Sheng,Jordan,602,zSUrjQaa,610.45,POQeJ,HZOWyTtrw
5114,Ingra,Ecuador,802,cEkD,628.36,RybIzySt,rPepJ
5115,Doig,Liberia,810,Jm,424.48,pOOz," GsACDq"
5116,Mandler,Uzbekistan,267,Gv,466.52,BUsouKeCrW,PnEv
5117,Mintz,Albania,943,WM,25.18,hG,iY
5118,Gower,Tunisia,507,tE,152.74,BTua,AG
5119,Edison,New Zealand,853,KQHTHS,265.6,PQsWV,gubBbrGCDF
5120,Douglass,Suriname,844,Tvi,905.56,bKPu L,shGHYobTbu
5121,Fulmer,Syrian Arab Republic,201,zxISP,620,ieHPUmF,QDgUnMVg
5122,Thilda,Hong Kong,343,QaxSfsPE,738.85,JTZGmVNQX,xITqiG
5123,Weinreb,"Korea, Republic of",39,OEasTnu,371.48,zimLXw,VVcRDg
5124,Clywd,Panama,276,sx,304.79,EblqMhmC,KQQz
5125,Eachern,Sri Lanka,265,uLTRvM,888.1,VYHFJTKiv,rqHkQuHE
5126,Doig,Uganda,55,dMJE,396.88,lgDzjuIoaH,HRXW
5127,Eckblad,Cape Verde,635,vtrKCEM,590.24,cOPoazPuXf,wbGPs
5128,Tremayne,Solomon Islands,958,lqR w,901.29,jaBtFOM,bXUmfuLUO
5129,Obed,Germany,492,QqSNY,158.15,iYSfsk,DPPRlsU
5130,Brittani,Afghanistan,68,dpyd,851.55,UOPl,dBmvwyoWV
5131,Colyer,Bouvet Island,941,HBrJoOae,354.55,SRcWPnVFn,Jtje
5132,Cohdwell,French Guiana,116,REzkrceOR,261.25,Het,doK
5133,Killigrew,Benin,281,U j,26.1,KSeJED,ws
5134,Christal,Fiji,703,juC,73.43,FMsP,ezZCT
5135,Thunell,Lithuania,610,PCkal,437.95,dmgsCsUuW,vrXHxujqkn
5136,Shirberg,Chile,329,"VgXRDWH ",773.27,BWYfLyGDE,JEFCKKAdpa
5137,Karylin,Uganda,583,hpqOJuv a,79.36,KIqJHJ,EOGko
5138,Alva,Pitcairn,377,aA,114.01,oWBijz,cHSzaudYU
5139,Cavan,Thailand,245,tANjkb,973.92,yRhSb,hBeqfbzcet
5140,Ries,"Virgin Islands, U.S.",188,zEKued,10.92,wx,tu
